TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
2 0 3 2 1 1 1 2 2 0 1 39 3 3 2 1 0 2 3 39 1 52 2 2 0 0 9.0 4 1
1 0 1 1 1 1 1 0 9 0 0 52 9 9 1 0 0 0 1 52 0 52 1 1 0 0 20.0 4 1
3 1 5 2 2 2 2 3 276 2 2 1 305 305 2 1 0 3 5 1 1 61 4 3 0 0 54.0 4 1
1 0 2 1 2 1 2 0 12 0 0 50 12 12 2 0 1 0 2 50 1 50 1 1 0 0 87.0 4 1
2 0 10 1 0 0 3 7 33 4 6 1 61 61 4 1 3 10 10 49 4 49 6 2 2 0 56.0 4 1
3 0 5 3 0 0 1 4 36 3 2 30 44 44 3 2 1 5 5 30 3 49 2 3 1 0 12.0 4 1
3 0 4 3 4 1 4 0 166 0 0 51 166 166 4 0 3 0 4 51 3 51 1 3 3 0 64.0 4 1
3 0 7 2 5 1 5 2 251 0 1 31 485 485 5 1 4 2 7 53 5 53 2 3 6 0 342.0 4 1
1 0 1 1 0 0 0 1 11 0 1 42 11 11 1 0 0 1 1 42 0 42 1 1 1 0 88.0 4 1
1 0 2 1 1 1 1 1 17 0 1 30 17 17 1 0 0 1 2 30 0 54 2 1 1 0 5.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 15.0 4 1
1 0 3 1 3 1 3 0 64 0 0 54 64 64 3 0 2 0 3 54 2 54 1 1 1 0 89.0 4 1
3 0 5 3 1 1 1 4 192 3 2 1 224 224 3 2 0 4 5 1 2 55 3 3 1 0 61.0 4 1
2 0 5 2 0 0 2 3 24 4 2 32 40 40 4 1 2 5 5 45 3 45 2 2 1 1 85.0 4 1
1 0 1 1 1 1 1 0 0 0 0 52 0 0 1 0 0 0 1 52 0 52 1 1 0 0 37.0 4 1
2 0 4 1 1 1 1 3 12 2 2 3 25 25 2 1 0 3 4 3 1 50 3 2 0 0 96.0 4 1
1 0 2 1 0 0 0 2 51 0 1 41 51 51 2 1 0 2 2 41 1 41 1 1 0 0 28.0 4 1
3 0 13 3 0 0 9 4 771 0 1 45 771 771 13 3 9 13 13 45 12 45 1 3 9 3 1030.0 4 1
1 0 1 1 1 1 1 0 7 0 0 50 7 7 1 0 0 0 1 50 0 50 1 1 0 0 27.0 4 1
7 0 11 2 3 1 3 8 78 3 6 1 278 278 3 2 2 8 11 1 4 54 7 7 1 0 60.0 4 1
8 0 10 3 3 1 3 7 79 2 6 2 111 111 3 1 2 7 10 55 3 55 7 8 1 0 89.0 4 1
2 0 9 2 3 1 3 6 40 3 3 6 102 102 3 3 2 6 9 16 5 53 4 2 0 1 44.0 4 1
2 0 2 2 2 1 2 0 4 0 0 57 4 4 2 0 1 0 2 57 1 57 1 2 4 0 304.0 4 1
1 0 4 1 0 0 0 4 118 0 1 19 118 118 4 3 0 4 4 19 3 19 1 1 0 0 7.0 4 1
4 0 6 2 1 1 1 5 13 2 4 4 27 27 2 1 0 5 6 4 1 55 5 4 2 0 74.0 4 1
2 0 1 2 0 0 0 1 99 0 1 42 99 99 1 0 0 1 1 42 0 42 1 2 3 0 45.0 4 1
2 0 2 2 2 1 2 0 66 0 0 54 66 66 2 0 1 0 2 54 1 54 1 2 0 0 12.0 4 1
2 1 4 1 2 2 2 2 49 1 2 32 56 56 1 0 0 2 4 32 0 60 4 2 0 0 13.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 6.0 4 1
2 0 10 2 1 1 1 9 131 3 4 6 295 295 3 5 0 9 10 16 5 54 5 2 1 1 53.0 4 1
3 0 6 2 1 1 1 5 8 2 3 3 21 21 2 2 0 5 6 3 2 59 4 3 0 0 7.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 21.0 4 1
3 0 6 1 0 0 0 6 22 3 3 1 41 41 3 3 0 6 6 1 3 28 3 3 0 0 123.0 4 1
4 0 4 4 4 1 4 0 242 0 0 55 242 242 4 0 3 0 4 55 3 55 1 4 0 0 82.0 4 1
2 0 8 2 1 1 2 6 142 0 1 38 161 161 7 5 1 7 8 38 6 57 2 2 7 1 56.0 4 1
4 0 5 2 2 1 2 3 13 1 3 2 26 26 2 0 1 3 5 58 1 58 4 4 0 0 56.0 4 1
5 0 4 3 0 0 0 4 24 3 2 4 33 33 3 2 0 4 4 4 2 29 2 5 0 0 203.0 4 1
3 0 5 3 0 0 2 3 66 0 1 44 66 66 5 2 2 5 5 44 4 44 1 3 0 0 173.0 4 1
11 0 31 10 0 0 7 24 9829 27 4 2 10182 10182 27 20 7 31 31 22 27 22 4 11 31 19 4183.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 44.0 4 1
4 0 5 2 1 1 1 4 12 2 3 32 29 29 2 1 0 4 5 32 1 60 4 4 0 0 211.0 4 1
4 0 7 3 2 1 2 5 347 3 2 32 391 391 3 3 1 5 7 46 4 58 3 4 1 0 122.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 56.0 4 1
2 0 2 2 0 0 0 2 15 0 1 45 15 15 2 1 0 2 2 45 1 45 1 2 0 0 69.0 4 1
6 0 8 4 2 1 4 4 176 4 3 32 308 308 4 1 3 6 8 46 4 58 4 6 1 0 48.0 4 1
3 0 12 3 0 0 6 6 351 8 2 31 650 650 8 4 6 12 12 46 10 46 2 3 2 0 328.0 4 1
4 0 6 2 1 1 1 5 220 2 4 1 313 313 2 1 0 5 6 1 1 55 5 4 0 0 13.0 4 1
3 0 7 3 5 1 5 2 193 0 1 6 281 281 5 1 4 2 7 51 5 51 2 3 0 0 13.0 4 1
2 0 2 2 0 0 0 2 8 0 1 40 8 8 2 1 0 2 2 40 1 40 1 2 0 0 5.0 4 1
2 0 7 2 1 1 1 6 161 4 3 33 191 191 4 3 0 6 7 45 3 57 4 2 1 0 126.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 7.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 16.0 4 1
3 0 15 3 0 0 6 9 673 8 3 6 1565 1565 8 6 6 15 15 45 12 45 3 3 0 1 43.0 4 1
3 0 3 1 1 1 1 2 52 1 2 30 58 58 1 0 0 2 3 30 0 50 3 3 0 0 12.0 4 1
2 0 4 2 1 1 2 2 125 2 2 41 145 145 2 0 1 3 4 49 1 60 3 2 1 0 146.0 4 1
4 0 8 2 1 1 2 6 30 3 4 21 69 69 3 2 1 7 8 45 3 59 5 4 0 0 122.0 4 1
2 0 7 2 2 1 2 5 156 2 3 6 252 252 2 2 1 5 7 6 3 54 4 2 0 0 58.0 4 1
2 0 3 1 1 1 1 2 11 1 2 30 20 20 1 0 0 2 3 30 0 52 3 2 0 0 31.0 4 1
2 0 2 2 0 0 0 2 14 0 1 4 14 14 2 1 0 2 2 4 1 4 1 2 0 0 39.0 4 1
3 0 12 2 1 1 1 11 248 4 6 1 616 616 4 5 0 11 12 1 5 57 7 3 5 1 138.0 4 1
3 0 5 3 5 1 5 0 265 0 0 53 265 265 5 0 4 0 5 53 4 53 1 3 3 1 174.0 4 1
2 1 4 1 2 2 2 2 58 1 2 32 65 65 1 0 0 2 4 32 0 60 4 2 0 0 15.0 4 1
8 0 14 4 2 1 3 11 105 4 6 2 233 233 4 5 2 12 14 42 7 58 7 8 2 1 158.0 4 1
5 0 10 3 0 0 2 8 143 4 3 4 274 274 4 5 2 10 10 29 7 48 3 5 1 0 176.0 4 1
6 0 9 4 3 1 5 4 294 5 2 32 396 396 5 2 4 6 9 42 6 58 3 6 0 0 176.0 4 1
1 0 4 1 4 1 4 0 127 0 0 50 127 127 4 0 3 0 4 50 3 50 1 1 0 0 62.0 4 1
3 0 3 2 0 0 0 3 10 2 2 4 15 15 2 1 0 3 3 4 1 42 2 3 0 0 5.0 4 1
2 1 2 1 2 2 2 0 13 0 0 52 13 13 1 0 0 0 2 52 0 58 2 2 1 0 4.0 4 1
4 0 7 2 1 1 1 6 40 3 4 2 53 53 3 2 0 6 7 25 2 60 5 4 0 0 300.0 4 1
3 0 4 2 2 1 2 2 12 1 2 2 16 16 2 0 1 2 4 58 1 58 3 3 0 0 7.0 4 1
2 0 2 1 1 1 1 1 15 0 1 44 15 15 1 0 0 1 2 44 0 54 2 2 0 0 20.0 4 1
2 0 2 2 0 0 0 2 6 0 1 40 6 6 2 1 0 2 2 40 1 40 1 2 0 0 3.0 4 1
1 1 2 1 2 2 2 0 27 0 0 54 27 27 1 0 0 0 2 54 0 61 2 1 0 0 6.0 4 1
1 0 1 1 0 0 0 1 11 0 1 42 11 11 1 0 0 1 1 42 0 42 1 1 1 0 72.0 4 1
1 0 1 1 1 1 1 0 0 0 0 58 0 0 1 0 0 0 1 58 0 58 1 1 1 0 20.0 4 1
2 0 6 1 3 1 3 3 68 1 3 2 172 172 3 0 2 3 6 58 2 58 4 2 1 0 80.0 4 1
2 0 2 2 0 0 0 2 7 0 1 4 7 7 2 1 0 2 2 4 1 4 1 2 0 0 59.0 4 1
2 0 4 2 0 0 0 4 10 2 2 26 16 16 2 2 0 4 4 26 2 38 2 2 0 0 166.0 4 1
2 0 4 2 4 1 4 0 34 0 0 50 34 34 4 0 3 0 4 50 3 50 1 2 0 0 16.0 4 1
2 0 1 2 0 0 0 1 51 0 1 46 51 51 1 0 0 1 1 46 0 46 1 2 0 0 52.0 4 1
2 0 6 2 3 1 3 3 22 0 1 39 36 36 3 2 2 3 6 39 4 50 2 2 2 2 53.0 4 1
3 0 6 3 1 1 1 5 522 4 2 1 1057 1057 4 3 0 5 6 1 3 55 3 3 1 0 162.0 4 1
2 0 2 1 1 1 1 1 6 0 1 31 6 6 1 0 0 1 2 31 0 60 2 2 0 0 36.0 4 1
1 2 3 1 3 2 3 0 16 0 0 50 18 18 2 0 1 0 3 50 1 60 2 1 0 0 4.0 4 1
2 1 2 1 2 2 2 0 9 0 0 55 9 9 1 0 0 0 2 55 0 60 2 2 0 0 42.0 4 1
5 0 7 3 0 0 1 6 28 3 3 4 46 46 3 3 1 7 7 4 4 44 3 5 0 0 88.0 4 1
1 0 5 1 0 0 1 4 35 0 1 42 35 35 5 3 1 5 5 42 4 42 1 1 5 0 98.0 4 1
5 0 7 2 3 1 3 4 24 2 3 2 37 37 3 1 2 4 7 55 3 55 4 5 0 0 83.0 4 1
1 0 1 1 1 1 1 0 4 0 0 55 4 4 1 0 0 0 1 55 0 55 1 1 0 0 11.0 4 1
2 0 4 2 2 1 2 2 54 0 1 37 93 93 2 1 1 2 4 37 2 54 2 2 0 0 27.0 4 1
1 0 4 1 1 1 1 3 368 2 2 1 388 388 2 1 0 3 4 1 1 55 3 1 1 0 17.0 4 1
3 1 3 1 2 2 2 1 6 0 1 30 8 8 1 0 0 1 3 30 0 55 3 3 0 0 100.0 4 1
3 0 3 2 0 0 0 3 13 2 2 4 17 17 2 1 0 3 3 4 1 49 2 3 0 0 26.0 4 1
2 0 3 1 1 1 1 2 8 1 2 2 14 14 1 0 0 2 3 2 0 60 3 2 0 0 9.0 4 1
1 2 3 1 3 2 3 0 338 0 0 54 361 361 2 0 1 0 3 54 1 61 2 1 0 0 6.0 4 1
3 0 15 3 0 0 7 8 1136 0 1 38 1136 1136 15 7 7 15 15 38 14 38 1 3 33 5 1007.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 53.0 4 1
2 0 20 2 4 1 4 16 10412 8 4 6 11832 11832 8 12 3 16 20 14 15 53 5 2 1 2 5207.0 4 1
1 0 2 1 2 1 2 0 16 0 0 50 16 16 2 0 1 0 2 50 1 50 1 1 0 0 357.0 4 1
2 0 5 1 1 1 1 4 44 2 2 6 76 76 2 2 0 4 5 6 2 54 3 2 0 0 13.0 4 1
1 0 1 1 1 1 1 0 1 0 0 50 1 1 1 0 0 0 1 50 0 50 1 1 0 0 87.0 4 1
2 0 5 1 1 1 1 4 94 2 2 6 148 148 2 2 0 4 5 6 2 54 3 2 0 0 40.0 4 1
2 0 3 2 3 1 3 0 112 0 0 54 112 112 3 0 2 0 3 54 2 54 1 2 0 0 100.0 4 1
1 1 2 1 2 2 2 0 74 0 0 50 74 74 1 0 0 0 2 50 0 60 2 1 0 0 13.0 4 1
1 0 1 1 1 1 1 0 0 0 0 54 0 0 1 0 0 0 1 54 0 54 1 1 0 0 21.0 4 1
2 0 2 2 0 0 0 2 10 0 1 40 10 10 2 1 0 2 2 40 1 40 1 2 0 0 9.0 4 1
3 0 25 3 0 0 10 15 66 0 1 31 66 66 25 14 10 25 25 31 24 31 1 3 0 0 14.0 4 1
6 0 9 3 3 1 5 4 729 4 2 32 1437 1437 4 2 4 6 9 46 6 57 3 6 0 0 431.0 4 1
1 0 1 1 0 0 0 1 0 0 1 36 0 0 1 0 0 1 1 36 0 36 1 1 0 0 16.0 4 1
10 0 36 10 0 0 10 26 1497 35 2 2 1497 1497 35 24 10 36 36 8 34 8 2 10 13 7 2065.0 4 1
3 0 6 2 4 1 4 2 144 1 2 32 144 144 4 0 3 2 6 54 3 54 3 3 0 0 35.0 4 1
1 0 1 1 0 0 0 1 0 0 1 41 0 0 1 0 0 1 1 41 0 41 1 1 0 0 55.0 4 1
2 0 3 1 1 1 1 2 6 1 2 2 10 10 1 0 0 2 3 2 0 60 3 2 0 0 77.0 4 1
2 0 2 2 0 0 0 2 12 0 1 40 12 12 2 1 0 2 2 40 1 40 1 2 0 0 11.0 4 1
2 0 2 2 0 0 0 2 16 0 1 4 16 16 2 1 0 2 2 4 1 4 1 2 0 0 28.0 4 1
1 0 2 1 1 1 1 1 35 0 1 46 35 35 1 0 0 1 2 46 0 51 2 1 0 0 33.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 30.0 4 1
2 0 3 2 3 1 3 0 35 0 0 50 35 35 3 0 2 0 3 50 2 50 1 2 0 0 30.0 4 1
1 0 2 1 0 0 0 2 60 0 1 46 60 60 2 1 0 2 2 46 1 46 1 1 0 0 22.0 4 1
1 0 1 1 0 0 0 1 0 0 1 30 0 0 1 0 0 1 1 30 0 30 1 1 0 0 26.0 4 1
2 0 2 2 0 0 0 2 8 0 1 40 8 8 2 1 0 2 2 40 1 40 1 2 0 0 5.0 4 1
9 0 29 7 0 0 11 18 887 18 4 4 1068 1068 18 14 11 29 29 39 25 39 4 9 14 2 885.0 4 1
3 0 16 3 5 1 5 11 144 7 3 6 309 309 7 8 4 11 16 16 12 52 4 3 0 0 71.0 4 1
3 0 11 3 0 0 3 8 138 0 1 39 138 138 11 7 3 11 11 39 10 39 1 3 1 3 185.0 4 1
2 0 6 2 3 1 3 3 37 0 1 39 50 50 3 2 2 3 6 39 4 50 2 2 2 2 63.0 4 1
3 0 3 2 0 0 0 3 24 2 2 4 29 29 2 1 0 3 3 4 1 22 2 3 0 0 62.0 4 1
4 0 13 3 1 1 3 10 242 6 4 3 378 378 6 6 2 12 13 34 8 59 5 4 5 0 114.0 4 1
3 0 6 3 6 1 6 0 189 0 0 53 189 189 6 0 5 0 6 53 5 53 1 3 5 3 103.0 4 1
1 0 1 1 1 1 1 0 1 0 0 51 1 1 1 0 0 0 1 51 0 51 1 1 0 0 58.0 4 1
1 0 4 1 0 0 3 1 556 0 1 48 556 556 4 0 3 4 4 48 3 48 1 1 2 0 199.0 4 1
2 0 3 2 2 1 2 1 36 0 1 44 36 36 2 0 1 1 3 54 1 54 2 2 0 0 12.0 4 1
2 0 3 2 3 1 3 0 182 0 0 56 182 182 3 0 2 0 3 56 2 56 1 2 2 0 216.0 4 1
5 0 14 3 0 0 3 11 1797 5 5 1 2814 2814 5 6 3 14 14 1 9 48 5 5 4 1 552.0 4 1
2 0 5 2 2 1 3 2 157 0 1 46 164 164 3 1 2 3 5 46 3 55 2 2 1 0 128.0 4 1
2 1 4 1 2 2 2 2 7 1 2 32 19 19 1 0 0 2 4 32 0 60 4 2 0 0 20.0 4 1
3 0 5 3 1 1 1 4 540 3 2 1 1007 1007 3 2 0 4 5 1 2 55 3 3 1 0 163.0 4 1
4 0 5 1 1 1 1 4 32 1 4 2 53 53 1 0 0 4 5 2 0 60 5 4 0 0 194.0 4 1
1 0 4 1 0 0 0 4 127 0 1 46 127 127 4 3 0 4 4 46 3 46 1 1 0 0 91.0 4 1
2 0 7 2 2 1 2 5 75 2 3 6 183 183 2 2 1 5 7 6 3 54 4 2 0 0 35.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 3.0 4 1
3 0 7 2 2 1 2 5 24 2 3 3 68 68 2 2 1 5 7 3 3 55 4 3 3 0 12.0 4 1
2 0 8 1 3 1 3 5 35 2 3 1 113 113 3 2 2 5 8 50 4 50 4 2 1 0 88.0 4 1
3 0 10 3 0 0 4 6 390 5 4 6 629 629 5 2 4 10 10 49 6 49 4 3 0 1 131.0 4 1
2 0 4 2 3 1 3 1 61 0 1 44 107 107 3 0 2 1 4 53 2 53 2 2 1 0 126.0 4 1
4 1 6 2 2 2 2 4 31 2 3 4 72 72 2 1 0 4 6 4 1 58 5 4 3 0 134.0 4 1
2 0 3 2 0 0 0 3 42 0 1 41 42 42 3 2 0 3 3 41 2 41 1 2 0 0 39.0 4 1
1 0 3 1 0 0 2 1 22 0 1 46 22 22 3 0 2 3 3 46 2 46 1 1 2 0 16.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 21.0 4 1
1 0 1 1 1 1 1 0 132 0 0 53 132 132 1 0 0 0 1 53 0 53 1 1 1 0 40.0 4 1
1 0 4 1 4 1 4 0 199 0 0 55 199 199 4 0 3 0 4 55 3 55 1 1 0 0 273.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 12.0 4 1
3 0 3 3 3 1 3 0 22 0 0 55 22 22 3 0 2 0 3 55 2 55 1 3 0 1 63.0 4 1
3 0 3 2 0 0 0 3 28 2 2 4 33 33 2 1 0 3 3 4 1 18 2 3 0 0 8.0 4 1
5 0 6 3 1 1 1 5 54 3 2 4 80 80 3 3 0 5 6 4 3 55 3 5 0 0 73.0 4 1
2 0 2 2 0 0 0 2 5 0 1 4 5 5 2 1 0 2 2 4 1 4 1 2 0 0 7.0 4 1
1 0 1 1 0 0 0 1 0 0 1 49 0 0 1 0 0 1 1 49 0 49 1 1 0 0 23.0 4 1
3 2 4 1 3 2 3 1 80 0 1 45 107 107 2 0 1 1 4 53 1 61 3 3 3 0 166.0 4 1
1 0 2 1 1 1 1 1 16 0 1 42 16 16 1 0 0 1 2 42 0 58 2 1 5 0 57.0 4 1
2 0 4 1 0 0 0 4 17 3 2 38 19 19 3 2 0 4 4 38 2 48 2 2 0 0 7.0 4 1
3 0 3 2 1 1 1 2 10 0 1 4 15 15 2 1 0 2 3 4 1 55 2 3 0 0 40.0 4 1
10 2 16 7 3 2 3 13 814 9 4 2 1368 1368 9 9 1 13 16 21 10 58 6 10 1 3 395.0 4 1
1 1 2 1 2 2 2 0 22 0 0 52 22 22 1 0 0 0 2 52 0 61 2 1 0 0 8.0 4 1
3 0 24 2 0 0 5 19 522 12 3 4 1158 1158 12 16 5 24 24 41 21 41 3 3 11 1 764.0 4 1
3 0 3 2 1 1 1 2 47 0 1 4 51 51 2 1 0 2 3 4 1 50 2 3 0 0 64.0 4 1
5 0 5 3 1 1 1 4 26 3 2 4 37 37 3 2 0 4 5 4 2 51 3 5 1 0 30.0 4 1
5 0 30 3 0 0 7 23 3983 14 3 1 4975 4975 14 20 7 30 30 38 27 38 3 5 7 4 1231.0 4 1
1 0 1 1 1 1 1 0 14 0 0 50 14 14 1 0 0 0 1 50 0 50 1 1 0 0 37.0 4 1
1 0 5 1 4 1 4 1 19 0 1 46 19 19 4 0 3 1 5 53 3 53 2 1 1 0 219.0 4 1
4 0 9 4 0 0 5 4 157 0 1 42 157 157 9 3 5 9 9 42 8 42 1 4 2 1 129.0 4 1
1 0 1 1 1 1 1 0 0 0 0 50 0 0 1 0 0 0 1 50 0 50 1 1 0 0 84.0 4 1
1 0 2 1 0 0 1 1 3 0 1 49 3 3 2 0 1 2 2 49 1 49 1 1 0 0 12.0 4 1
3 0 3 3 3 1 3 0 40 0 0 50 40 40 3 0 2 0 3 50 2 50 1 3 0 0 34.0 4 1
3 0 5 3 1 1 1 4 310 3 2 1 350 350 3 2 0 4 5 1 2 55 3 3 1 0 68.0 4 1
