TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
0 0 11 0 0 0 1 10 0 0 0 -1 0 291 0 4 0 0 0 -1 4 -1 0 5 0 0 32.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 3 0 0 9.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 193 0 0 0 0 0 -1 0 -1 0 1 0 0 91.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 29 0 0 0 0 0 -1 0 -1 0 3 0 0 20.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 52 0 0 0 0 0 -1 0 -1 0 2 1 1 60.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 17.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 163 0 0 0 0 0 -1 0 -1 0 3 0 0 43.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 42.0 1 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 73 0 1 0 0 0 -1 1 -1 0 2 2 0 292.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 104 0 0 0 0 0 -1 0 -1 0 1 0 0 158.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 131.0 1 4
2 0 7 2 0 0 2 5 291 0 1 47 291 297 4 2 1 4 4 47 3 47 1 2 2 0 16.0 1 4
0 0 5 0 0 0 5 0 0 0 0 -1 0 71 0 0 3 0 0 -1 3 -1 0 4 5 0 249.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 4 0 0 19.0 1 4
1 0 9 1 0 0 2 7 168 0 1 46 168 238 4 4 1 4 4 46 5 46 1 3 5 3 97.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 267 0 0 2 0 0 -1 2 -1 0 3 3 0 108.0 1 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 13 0 0 1 0 0 -1 1 -1 0 2 3 0 12.0 1 4
3 0 6 3 0 0 1 5 47 0 1 30 47 61 4 3 0 4 4 30 3 30 1 3 1 0 34.0 1 4
0 0 17 0 0 0 5 12 0 0 0 -1 0 570 0 4 2 0 0 -1 6 -1 0 6 1 0 85.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 210 0 1 0 0 0 -1 1 -1 0 2 0 0 45.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 105 0 0 1 0 0 -1 1 -1 0 4 2 1 576.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 71 0 0 1 0 0 -1 1 -1 0 1 0 0 12.0 1 4
10 0 41 7 0 0 12 29 2566 18 3 3 4475 4984 18 18 12 32 32 44 30 44 3 10 17 1 1040.0 1 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 40 0 0 2 0 0 -1 2 -1 0 1 1 0 267.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 7 0 1 0 0 0 -1 1 -1 0 1 0 0 25.0 1 4
0 0 14 0 0 0 6 8 0 0 0 -1 0 471 0 0 2 0 0 -1 2 -1 0 5 3 0 295.0 1 4
0 0 7 0 0 0 3 4 0 0 0 -1 0 507 0 0 1 0 0 -1 1 -1 0 3 0 0 134.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 1 0 0 -1 1 -1 0 1 0 0 12.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 3 0 1 0 0 0 -1 1 -1 0 2 0 0 9.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 1 0 0 20.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 305 0 0 0 0 0 -1 0 -1 0 3 0 0 54.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 87.0 1 4
0 0 10 0 0 0 3 7 0 0 0 -1 0 61 0 0 1 0 0 -1 1 -1 0 2 2 0 56.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 44 0 2 1 0 0 -1 3 -1 0 3 1 0 12.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 166 0 0 1 0 0 -1 1 -1 0 3 3 0 64.0 1 4
0 0 7 0 0 0 5 2 0 0 0 -1 0 485 0 0 2 0 0 -1 2 -1 0 3 6 0 342.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 1 0 88.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 1 0 5.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 15.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 64 0 0 1 0 0 -1 1 -1 0 1 1 0 89.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 224 0 1 0 0 0 -1 1 -1 0 3 1 0 61.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 40 0 0 1 0 0 -1 1 -1 0 2 1 1 85.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 37.0 1 4
0 0 4 0 0 0 1 3 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 0 0 96.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 1 0 0 28.0 1 4
1 0 13 1 5 1 9 4 201 0 0 51 201 771 5 2 6 0 5 51 8 51 1 3 9 3 1030.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0 1 4
0 0 11 0 0 0 3 8 0 0 0 -1 0 278 0 0 1 0 0 -1 1 -1 0 7 1 0 60.0 1 4
0 0 10 0 0 0 3 7 0 0 0 -1 0 111 0 0 0 0 0 -1 0 -1 0 8 1 0 89.0 1 4
0 0 9 0 0 0 3 6 0 0 0 -1 0 102 0 1 1 0 0 -1 2 -1 0 2 0 1 44.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 4 0 304.0 1 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 118 0 1 0 0 0 -1 1 -1 0 1 0 0 7.0 1 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 4 2 0 74.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 99 0 0 0 0 0 -1 0 -1 0 2 3 0 45.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 66 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 56 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0 1 4
0 0 10 0 0 0 1 9 0 0 0 -1 0 295 0 2 0 0 0 -1 2 -1 0 2 1 1 53.0 1 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 3 0 0 7.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 21.0 1 4
0 0 6 0 0 0 0 6 0 0 0 -1 0 41 0 1 0 0 0 -1 1 -1 0 3 0 0 123.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 242 0 0 1 0 0 -1 1 -1 0 4 0 0 82.0 1 4
2 0 8 2 0 0 2 6 107 0 1 38 107 161 4 3 0 4 4 38 3 38 1 2 7 1 56.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 4 0 0 56.0 1 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 5 0 0 203.0 1 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 66 0 1 0 0 0 -1 1 -1 0 3 0 0 173.0 1 4
7 0 31 5 4 1 7 24 5687 8 2 22 7721 10182 8 15 3 13 17 22 18 51 3 11 31 19 4183.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 44.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 29 0 1 0 0 0 -1 1 -1 0 4 0 0 211.0 1 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 391 0 1 0 0 0 -1 1 -1 0 4 1 0 122.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 56.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 2 0 0 69.0 1 4
0 0 8 0 0 0 4 4 0 0 0 -1 0 308 0 0 1 0 0 -1 1 -1 0 6 1 0 48.0 1 4
0 0 12 0 0 0 6 6 0 0 0 -1 0 650 0 1 2 0 0 -1 3 -1 0 3 2 0 328.0 1 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 313 0 0 0 0 0 -1 0 -1 0 4 0 0 13.0 1 4
3 0 7 3 4 1 5 2 84 0 0 51 84 281 4 0 3 0 4 51 3 51 1 3 0 0 13.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0 1 4
0 0 7 0 0 0 1 6 0 0 0 -1 0 191 0 2 0 0 0 -1 2 -1 0 2 1 0 126.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0 1 4
3 0 15 3 4 1 6 9 220 0 0 51 220 1565 4 2 3 0 4 51 5 51 1 3 0 1 43.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 58 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 145 0 0 1 0 0 -1 1 -1 0 2 1 0 146.0 1 4
0 0 8 0 0 0 2 6 0 0 0 -1 0 69 0 0 0 0 0 -1 0 -1 0 4 0 0 122.0 1 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 252 0 1 0 0 0 -1 1 -1 0 2 0 0 58.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 31.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 39.0 1 4
0 0 12 0 0 0 1 11 0 0 0 -1 0 616 0 4 0 0 0 -1 4 -1 0 3 5 1 138.0 1 4
0 0 5 0 0 0 5 0 0 0 0 -1 0 265 0 0 2 0 0 -1 2 -1 0 3 3 1 174.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 65 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0 1 4
0 0 14 0 0 0 3 11 0 0 0 -1 0 233 0 2 0 0 0 -1 2 -1 0 8 2 1 158.0 1 4
0 0 10 0 0 0 2 8 0 0 0 -1 0 274 0 0 1 0 0 -1 1 -1 0 5 1 0 176.0 1 4
0 0 9 0 0 0 5 4 0 0 0 -1 0 396 0 0 2 0 0 -1 2 -1 0 6 0 0 176.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 127 0 0 1 0 0 -1 1 -1 0 1 0 0 62.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 5.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 1 0 4.0 1 4
0 0 7 0 0 0 1 6 0 0 0 -1 0 53 0 1 0 0 0 -1 1 -1 0 4 0 0 300.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 0 7.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 1 0 72.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 20.0 1 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 172 0 0 1 0 0 -1 1 -1 0 2 1 0 80.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 0 0 59.0 1 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 166.0 1 4
0 0 4 0 0 0 4 0 0 0 0 -1 0 34 0 0 1 0 0 -1 1 -1 0 2 0 0 16.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 2 0 0 52.0 1 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 36 0 1 0 0 0 -1 1 -1 0 2 2 2 53.0 1 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 1057 0 2 0 0 0 -1 2 -1 0 3 1 0 162.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 36.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 18 0 0 1 0 0 -1 1 -1 0 1 0 0 4.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 0 42.0 1 4
0 0 7 0 0 0 1 6 0 0 0 -1 0 46 0 0 0 0 0 -1 0 -1 0 5 0 0 88.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 35 0 1 0 0 0 -1 1 -1 0 1 5 0 98.0 1 4
0 0 7 0 0 0 3 4 0 0 0 -1 0 37 0 1 1 0 0 -1 2 -1 0 5 0 0 83.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 93 0 0 1 0 0 -1 1 -1 0 2 0 0 27.0 1 4
0 0 4 0 0 0 1 3 0 0 0 -1 0 388 0 0 0 0 0 -1 0 -1 0 1 1 0 17.0 1 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 3 0 0 100.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 3 0 0 26.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 361 0 0 1 0 0 -1 1 -1 0 1 0 0 6.0 1 4
3 0 15 3 5 1 7 8 706 0 1 38 752 1136 5 5 4 5 10 38 9 53 2 3 33 5 1007.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 53.0 1 4
1 0 20 1 0 0 4 16 501 0 1 21 501 11832 5 5 2 5 5 21 7 21 1 2 1 2 5207.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 357.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 76 0 1 0 0 0 -1 1 -1 0 2 0 0 13.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 0 0 87.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 148 0 1 0 0 0 -1 1 -1 0 2 0 0 40.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 112 0 0 2 0 0 -1 2 -1 0 2 0 0 100.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 74 0 0 0 0 0 -1 0 -1 0 1 0 0 13.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 1 4
3 0 25 2 4 1 10 15 20 8 3 31 56 66 8 11 9 18 22 48 20 57 4 3 0 0 14.0 1 4
0 0 9 0 0 0 5 4 0 0 0 -1 0 1437 0 1 1 0 0 -1 2 -1 0 6 0 0 431.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 1 4
6 0 36 5 4 1 10 26 566 8 2 23 753 1497 8 12 9 14 18 48 21 58 3 10 13 7 2065.0 1 4
0 0 6 0 0 0 4 2 0 0 0 -1 0 144 0 0 1 0 0 -1 1 -1 0 3 0 0 35.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 55.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 77.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 28.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 30.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 2 0 0 30.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 60 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 26.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0 1 4
8 0 29 7 0 0 11 18 584 12 2 27 682 1068 12 6 11 17 17 49 17 49 2 9 14 2 885.0 1 4
0 0 16 0 0 0 5 11 0 0 0 -1 0 309 0 2 2 0 0 -1 4 -1 0 3 0 0 71.0 1 4
0 0 11 0 0 0 3 8 0 0 0 -1 0 138 0 5 0 0 0 -1 5 -1 0 3 1 3 185.0 1 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 50 0 1 0 0 0 -1 1 -1 0 2 2 2 63.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 29 0 0 0 0 0 -1 0 -1 0 3 0 0 62.0 1 4
0 0 13 0 0 0 3 10 0 0 0 -1 0 378 0 2 0 0 0 -1 2 -1 0 4 5 0 114.0 1 4
3 0 6 3 5 1 6 0 189 0 0 57 189 189 5 0 4 0 5 57 4 57 1 3 5 3 103.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 0 0 58.0 1 4
0 0 4 0 0 0 3 1 0 0 0 -1 0 556 0 0 0 0 0 -1 0 -1 0 1 2 0 199.0 1 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 36 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 182 0 0 2 0 0 -1 2 -1 0 2 2 0 216.0 1 4
3 0 14 3 0 0 3 11 715 0 1 1 715 2814 5 5 1 5 5 1 6 1 1 5 4 1 552.0 1 4
0 0 5 0 0 0 3 2 0 0 0 -1 0 164 0 0 1 0 0 -1 1 -1 0 2 1 0 128.0 1 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 1007 0 1 0 0 0 -1 1 -1 0 3 1 0 163.0 1 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 53 0 0 0 0 0 -1 0 -1 0 4 0 0 194.0 1 4
1 0 4 1 0 0 0 4 127 0 1 46 127 127 4 3 0 4 4 46 3 46 1 1 0 0 91.0 1 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 183 0 1 0 0 0 -1 1 -1 0 2 0 0 35.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0 1 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 68 0 0 0 0 0 -1 0 -1 0 3 3 0 12.0 1 4
0 0 8 0 0 0 3 5 0 0 0 -1 0 113 0 0 1 0 0 -1 1 -1 0 2 1 0 88.0 1 4
0 0 10 0 0 0 4 6 0 0 0 -1 0 629 0 1 2 0 0 -1 3 -1 0 3 0 1 131.0 1 4
0 0 4 0 0 0 3 1 0 0 0 -1 0 107 0 0 1 0 0 -1 1 -1 0 2 1 0 126.0 1 4
0 0 6 0 0 0 2 4 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 4 3 0 134.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 42 0 0 0 0 0 -1 0 -1 0 2 0 0 39.0 1 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 1 2 0 16.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 132 0 0 0 0 0 -1 0 -1 0 1 1 0 40.0 1 4
1 0 4 1 4 1 4 0 199 0 0 55 199 199 4 0 3 0 4 55 3 55 1 1 0 0 273.0 1 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0 1 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 3 0 1 63.0 1 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 3 0 0 8.0 1 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 80 0 0 0 0 0 -1 0 -1 0 5 0 0 73.0 1 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 1 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0 1 4
0 0 4 0 0 0 3 1 0 0 0 -1 0 107 0 0 1 0 0 -1 1 -1 0 3 3 0 166.0 1 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 5 0 57.0 1 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 19 0 1 0 0 0 -1 1 -1 0 2 0 0 7.0 1 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 40.0 1 4
0 0 16 0 0 0 3 13 0 0 0 -1 0 1368 0 4 0 0 0 -1 4 -1 0 10 1 3 395.0 1 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 0 8.0 1 4
1 0 24 1 0 0 5 19 514 0 1 46 514 1158 9 8 5 9 9 46 13 46 1 3 11 1 764.0 1 4
