TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 43.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 22 0 1 0 0 0 -1 1 -1 0 3 0 0 91.0 3 3
1 0 4 1 0 0 1 3 34 0 1 47 34 34 4 2 1 4 4 47 3 47 1 1 0 0 63.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 1 0 0 28.0 3 3
2 0 7 2 0 0 3 4 154 0 1 48 154 156 6 2 3 6 6 48 5 48 1 3 1 1 117.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 66 0 0 1 0 0 -1 1 -1 0 1 0 0 21.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 25.0 3 3
3 0 8 2 4 1 4 4 339 0 1 43 493 493 4 3 3 4 8 43 6 56 2 3 5 0 90.0 3 3
0 0 10 0 0 0 3 7 0 0 0 -1 0 1105 0 1 0 0 0 -1 1 -1 0 2 1 1 596.0 3 3
2 0 4 2 3 1 4 0 113 0 0 56 113 117 3 0 2 0 3 56 2 56 1 2 0 0 29.0 3 3
2 0 4 2 0 0 3 1 98 0 1 51 98 98 4 0 3 4 4 51 3 51 1 2 2 0 46.0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 334 0 0 0 0 0 -1 0 -1 0 3 0 0 82.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 0 0 40.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 34.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0 3 3
2 0 5 2 0 0 2 3 28 0 1 45 28 59 3 2 1 3 3 45 3 45 1 2 0 0 8.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 2 0 0 79.0 3 3
1 0 5 1 0 0 0 5 23 0 1 17 23 34 3 3 0 3 3 17 3 17 1 1 0 0 12.0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 152 0 1 0 0 0 -1 1 -1 0 3 0 0 141.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 1 0 0 -1 1 -1 0 2 1 1 15.0 3 3
6 0 22 4 3 1 4 18 204 7 4 0 508 520 7 13 2 17 20 6 15 57 5 7 2 2 756.0 3 3
5 0 7 5 5 1 5 2 101 0 0 57 101 165 5 1 4 0 5 57 5 57 1 6 7 0 416.0 3 3
1 0 14 1 0 0 3 11 933 0 1 15 933 1666 7 7 1 7 7 15 8 15 1 4 1 0 166.0 3 3
7 0 16 4 0 0 4 12 349 4 3 11 746 899 4 7 2 10 10 11 9 48 3 8 2 5 1304.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 12.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 15.0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 43 0 1 0 0 0 -1 1 -1 0 2 0 0 28.0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 68 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0 3 3
5 0 39 5 0 0 11 28 1491 20 3 7 2218 2218 20 25 11 39 39 42 36 42 3 5 17 2 1223.0 3 3
4 0 15 3 0 0 1 14 288 4 3 1 499 660 4 8 0 10 10 12 8 23 3 6 0 0 593.0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 116 0 0 1 0 0 -1 1 -1 0 3 1 0 316.0 3 3
1 0 3 1 3 1 3 0 7 0 0 54 7 7 3 0 2 0 3 54 2 54 1 1 0 0 114.0 3 3
0 0 7 0 0 0 2 5 0 0 0 -1 0 182 0 1 0 0 0 -1 1 -1 0 4 2 0 144.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 3 3
5 0 20 4 11 1 11 9 2641 0 1 11 2672 2974 11 3 10 3 14 53 13 53 2 7 7 1 838.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 87.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 8.0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 98 0 1 0 0 0 -1 1 -1 0 3 0 0 79.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 123.0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 65 0 1 1 0 0 -1 2 -1 0 2 1 0 68.0 3 3
2 0 6 2 3 1 3 3 8 0 0 63 8 27 3 0 2 0 3 63 2 63 1 5 2 0 155.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 58 0 0 1 0 0 -1 1 -1 0 2 1 0 54.0 3 3
0 0 5 0 0 0 3 2 0 0 0 -1 0 106 0 0 1 0 0 -1 1 -1 0 4 1 0 74.0 3 3
3 0 23 2 0 0 5 18 339 9 3 11 740 1115 9 13 4 18 18 47 17 47 3 3 0 0 658.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 3 0 0 29.0 3 3
0 0 7 0 0 0 5 2 0 0 0 -1 0 45 0 0 2 0 0 -1 2 -1 0 1 2 0 191.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 87.0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 3 0 0 5.0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 8 0 0 1 0 0 -1 1 -1 0 2 0 0 13.0 3 3
3 0 6 3 4 1 5 1 205 0 0 57 205 235 4 0 3 0 4 57 3 57 1 3 0 0 137.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 12 0 0 1 0 0 -1 1 -1 0 3 0 0 48.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 2 131.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 19 0 0 1 0 0 -1 1 -1 0 2 0 0 19.0 3 3
6 0 15 5 10 1 10 5 286 0 1 41 449 1110 10 2 9 3 13 55 11 55 2 6 8 5 368.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 46 0 1 0 0 0 -1 1 -1 0 2 0 0 8.0 3 3
1 0 8 1 0 0 2 6 167 3 2 17 327 347 3 4 0 6 6 17 4 30 2 2 0 0 152.0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 28 0 1 0 0 0 -1 1 -1 0 3 0 0 36.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 14 0 0 1 0 0 -1 1 -1 0 1 0 0 28.0 3 3
6 0 27 4 0 0 9 18 469 16 2 13 605 754 16 12 8 22 22 41 20 41 2 6 2 3 1206.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 1081 0 0 0 0 0 -1 0 -1 0 2 2 0 299.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0 3 3
0 0 7 0 0 0 2 5 0 0 0 -1 0 69 0 1 0 0 0 -1 1 -1 0 4 0 0 105.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 45.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 57.0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 3 0 0 13.0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 2 1 0 54.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 24.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 0 0 84.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 1 0 25.0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 83 0 1 0 0 0 -1 1 -1 0 1 0 0 19.0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 145 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 34.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 32 0 0 0 0 0 -1 0 -1 0 4 1 0 56.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 45 0 0 0 0 0 -1 0 -1 0 3 1 0 83.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 29.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 0 19.0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0 3 3
0 0 5 0 0 0 3 2 0 0 0 -1 0 36 0 0 1 0 0 -1 1 -1 0 1 0 0 64.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 50.0 3 3
2 0 5 2 0 0 1 4 16 0 1 51 16 36 3 2 1 3 3 51 3 51 1 2 0 0 103.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 215 0 1 0 0 0 -1 1 -1 0 2 1 0 33.0 3 3
3 0 8 3 5 1 5 3 148 0 0 53 148 300 5 0 4 0 5 53 4 53 1 5 0 0 134.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 179 0 0 0 0 0 -1 0 -1 0 1 0 0 79.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 1 56.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 54 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0 3 3
2 0 5 2 0 0 4 1 401 0 1 52 401 401 5 0 4 5 5 52 4 52 1 2 1 2 2049.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 97.0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 202.0 3 3
8 0 32 5 0 0 9 23 17047 10 5 0 19910 36597 10 17 9 30 30 51 26 51 5 8 14 3 4384.0 3 3
1 0 7 1 0 0 3 4 59 0 1 24 59 180 3 2 1 3 3 24 3 24 1 3 0 0 25.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 0 0 60.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 53 0 0 0 0 0 -1 0 -1 0 2 0 1 150.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 2 0 171.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 49.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 0 39.0 3 3
1 0 9 1 0 0 2 7 15 0 1 24 15 74 3 2 0 3 3 24 2 24 1 3 0 0 205.0 3 3
4 0 9 3 5 1 6 3 289 0 1 35 492 495 5 2 4 3 8 54 6 54 2 4 0 0 16.0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 88 0 0 1 0 0 -1 1 -1 0 3 0 0 14.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 55.0 3 3
0 0 7 0 0 0 3 4 0 0 0 -1 0 380 0 0 1 0 0 -1 1 -1 0 2 0 0 211.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 10 0 0 1 0 0 -1 1 -1 0 1 1 0 29.0 3 3
3 0 15 2 0 0 3 12 199 5 2 3 259 553 5 6 1 8 8 3 7 29 2 4 0 0 64.0 3 3
3 0 10 3 0 0 2 8 239 0 1 19 239 323 4 4 0 4 4 19 4 19 1 4 0 0 181.0 3 3
2 0 6 2 0 0 3 3 109 0 1 10 109 130 3 2 1 3 3 10 3 10 1 2 1 0 89.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 1 0 0 123.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 1 48.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 53 0 0 0 0 0 -1 0 -1 0 3 0 0 42.0 3 3
1 0 11 1 3 1 3 8 30 0 1 31 44 101 4 4 2 4 7 31 6 53 2 2 0 0 17.0 3 3
4 0 10 3 0 0 2 8 185 4 2 16 200 207 4 5 1 8 8 16 6 47 2 5 1 2 109.0 3 3
4 0 10 4 0 0 3 7 310 4 2 32 334 349 4 4 1 7 7 48 5 48 2 5 3 0 370.0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 58 0 0 0 0 0 -1 0 -1 0 4 0 0 8.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 69 0 1 0 0 0 -1 1 -1 0 3 0 0 109.0 3 3
3 0 9 3 0 0 6 3 445 0 1 52 445 455 6 1 5 6 6 52 6 52 1 3 3 1 314.0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 3 0 0 15.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0 3 3
3 0 10 3 0 0 1 9 144 0 1 29 144 164 4 5 0 4 4 29 5 29 1 5 0 0 168.0 3 3
1 0 5 1 4 1 5 0 47 0 0 56 47 51 4 0 3 0 4 56 3 56 1 1 2 0 52.0 3 3
2 0 7 2 0 0 2 5 120 0 1 33 120 131 4 3 0 4 4 33 3 33 1 4 1 0 50.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 88.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 26 0 0 1 0 0 -1 1 -1 0 1 1 0 176.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 1 0 0 18.0 3 3
3 0 15 3 6 1 6 9 43 0 0 56 43 1070 6 3 5 0 6 56 8 56 1 5 2 0 484.0 3 3
1 0 8 1 0 0 3 5 976 0 1 7 976 1286 3 2 1 3 3 7 3 7 1 2 0 0 94.0 3 3
0 0 6 0 0 0 4 2 0 0 0 -1 0 163 0 1 2 0 0 -1 3 -1 0 3 0 0 189.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 0 0 311.0 3 3
0 0 8 0 0 0 3 5 0 0 0 -1 0 393 0 2 1 0 0 -1 3 -1 0 2 2 0 225.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 1 0 29.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 89 0 1 0 0 0 -1 1 -1 0 2 1 0 167.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 72.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 61.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 8 0 0 1 0 0 -1 1 -1 0 1 2 0 178.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 88 0 0 0 0 0 -1 0 -1 0 1 0 0 76.0 3 3
1 0 17 1 5 1 7 10 229 0 1 23 336 683 5 5 5 5 10 23 10 54 2 1 1 1 349.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 166.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 31 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 20 0 0 1 0 0 -1 1 -1 0 3 0 0 267.0 3 3
1 0 13 1 0 0 6 7 92 0 1 50 92 118 6 2 4 6 6 50 6 50 1 2 0 0 121.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 62.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 37 0 0 1 0 0 -1 1 -1 0 1 0 0 59.0 3 3
2 0 11 2 0 0 5 6 275 0 1 47 275 277 10 4 5 10 10 47 9 47 1 3 1 2 120.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 1 1 0 135.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 1 0 0 34.0 3 3
2 0 13 2 0 0 2 11 294 5 2 24 493 519 5 6 1 8 8 24 7 49 2 3 3 0 117.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 49 0 0 1 0 0 -1 1 -1 0 2 0 0 5.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 47.0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 79 0 2 0 0 0 -1 2 -1 0 3 0 2 125.0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 86 0 0 0 0 0 -1 0 -1 0 3 0 0 102.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 102 0 0 0 0 0 -1 0 -1 0 3 0 0 5.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 34.0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 39 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 169 0 0 0 0 0 -1 0 -1 0 1 0 0 61.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 25.0 3 3
0 0 7 0 0 0 3 4 0 0 0 -1 0 335 0 1 1 0 0 -1 2 -1 0 3 1 0 180.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 20 0 0 1 0 0 -1 1 -1 0 1 0 0 13.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 322 0 0 1 0 0 -1 1 -1 0 1 0 0 16.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 175.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 58 0 0 0 0 0 -1 0 -1 0 3 1 0 63.0 3 3
0 0 7 0 0 0 2 5 0 0 0 -1 0 140 0 2 0 0 0 -1 2 -1 0 4 1 0 97.0 3 3
0 0 3 0 0 0 3 0 0 0 0 -1 0 28 0 0 1 0 0 -1 1 -1 0 1 0 0 18.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 86.0 3 3
2 0 13 2 0 0 9 4 1593 0 1 49 1593 1593 13 3 9 13 13 49 12 49 1 2 17 1 538.0 3 3
0 0 5 0 0 0 4 1 0 0 0 -1 0 10 0 0 2 0 0 -1 2 -1 0 3 1 0 65.0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 41 0 0 1 0 0 -1 1 -1 0 2 0 0 46.0 3 3
3 0 16 2 3 1 3 13 77 0 1 35 108 540 3 5 2 3 6 35 7 62 2 5 2 5 1159.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 52.0 3 3
3 0 10 2 4 1 5 5 110 0 1 50 154 175 4 2 3 3 7 56 5 56 2 4 0 0 131.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 59 0 0 1 0 0 -1 1 -1 0 2 2 3 213.0 3 3
3 0 15 3 0 0 1 14 362 5 3 1 722 3501 5 9 0 12 12 28 9 28 3 5 2 1 4886.0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 63 0 0 0 0 0 -1 0 -1 0 2 0 0 344.0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 1 0 0 14.0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 41.0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 2 1 221.0 3 3
