TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC
0 0 2 0 0 0 1 1 0 0 0 -1 0 296 0 0 0 0 0 -1 0 -1 0 3 1 1 120.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 92 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 506 0 0 0 0 0 -1 0 -1 0 2 0 0 134.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 314 0 1 1 0 0 -1 2 -1 0 3 1 0 79.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 122 0 0 0 0 0 -1 0 -1 0 2 0 0 32.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 0 0 90.0
0 0 8 0 0 0 1 7 0 0 0 -1 0 771 0 2 0 0 0 -1 2 -1 0 4 0 0 97.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 2 0 0 17.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 174 0 0 0 0 0 -1 0 -1 0 2 0 0 146.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 3 1 0 55.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 158 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 0 21.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 129 0 1 0 0 0 -1 1 -1 0 3 0 0 94.0
1 0 7 1 0 0 2 5 70 0 1 20 70 561 3 2 0 3 3 20 2 20 1 2 5 0 196.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 29 0 0 0 0 0 -1 0 -1 0 3 0 1 42.0
3 0 12 2 0 0 4 8 90 6 2 18 165 919 6 4 4 9 9 30 8 30 2 5 3 1 331.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 155.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 58 0 1 0 0 0 -1 1 -1 0 3 0 0 121.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 173 0 1 0 0 0 -1 1 -1 0 3 0 0 16.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 102 0 1 0 0 0 -1 1 -1 0 2 0 0 218.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
3 0 5 3 0 0 3 2 75 0 1 31 75 75 5 1 3 5 5 31 4 31 1 3 1 0 126.0
2 0 7 2 0 0 1 6 431 0 1 4 431 567 3 3 0 3 3 4 3 4 1 4 2 0 69.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 182 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 108.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 2 0 0 34.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 22.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 12.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 294 0 1 0 0 0 -1 1 -1 0 3 0 0 84.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 243 0 0 0 0 0 -1 0 -1 0 3 0 0 127.0
5 0 19 4 0 0 2 17 2701 8 3 2 4166 4166 8 14 2 19 19 24 16 24 3 5 9 3 575.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0
3 0 6 3 0 0 2 4 1816 0 1 30 1816 1827 4 1 2 4 4 30 3 30 1 4 1 0 240.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 31.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
8 0 25 8 0 0 4 21 9446 0 1 10 9446 12368 24 19 4 24 24 10 23 10 1 8 10 0 920.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 149 0 0 1 0 0 -1 1 -1 0 2 0 0 10.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 46 0 1 1 0 0 -1 2 -1 0 4 2 0 253.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 26 0 0 1 0 0 -1 1 -1 0 4 0 0 3.0
1 0 5 1 0 0 1 4 98 0 1 29 98 245 3 2 0 3 3 29 2 29 1 2 1 0 177.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 166 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 20 0 0 1 0 0 -1 1 -1 0 2 0 0 22.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 1 54.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 21 0 0 1 0 0 -1 1 -1 0 2 0 0 88.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 110 0 0 1 0 0 -1 1 -1 0 2 0 0 123.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 180 0 0 0 0 0 -1 0 -1 0 2 0 0 56.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 3 0 0 153.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 2 1 0 7.0
3 0 9 2 3 1 3 6 242 0 1 13 328 371 5 4 2 5 8 13 6 36 2 3 0 0 455.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 34 0 0 0 0 0 -1 0 -1 0 3 2 0 339.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 273 0 0 1 0 0 -1 1 -1 0 2 0 1 87.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 17.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 62 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 15.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 3 0 0 37.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 3 0 0 48.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 2 0 0 20.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 370 0 0 0 0 0 -1 0 -1 0 3 0 0 98.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 3 0 0 28.0
3 0 17 3 0 0 5 12 7168 8 2 12 7458 11116 8 9 5 15 15 29 14 29 2 4 6 3 1108.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 81.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 27.0
2 0 8 2 0 0 1 7 126 0 1 27 126 753 3 3 0 3 3 27 3 27 1 4 0 0 6.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 537 0 0 1 0 0 -1 1 -1 0 6 0 1 97.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 198 0 1 0 0 0 -1 1 -1 0 3 0 0 51.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 184 0 0 0 0 0 -1 0 -1 0 2 0 0 45.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 99 0 1 0 0 0 -1 1 -1 0 4 0 0 44.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 49 0 0 0 0 0 -1 0 -1 0 2 0 1 37.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 116 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
3 0 7 3 3 1 3 4 51 0 0 36 51 87 3 1 2 0 3 36 3 36 1 5 1 0 90.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 74 0 0 0 0 0 -1 0 -1 0 3 0 0 19.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 82.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 0 0 50.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 66.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 3 0 0 79.0
1 0 7 1 0 0 2 5 15 0 1 29 15 73 3 3 1 3 3 29 4 29 1 3 1 0 81.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 135 0 1 0 0 0 -1 1 -1 0 3 0 0 79.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 358 0 0 1 0 0 -1 1 -1 0 3 0 0 56.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 54.0
3 0 9 3 0 0 3 6 218 0 1 32 218 753 4 2 3 4 4 32 5 32 1 3 2 0 202.0
5 0 28 5 4 1 4 24 16693 0 1 1 19509 19509 24 23 3 24 28 1 26 34 2 5 12 7 4645.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 122 0 0 0 0 0 -1 0 -1 0 2 0 0 44.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 0 44.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 211.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 521 0 0 0 0 0 -1 0 -1 0 3 0 0 127.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 64 0 2 0 0 0 -1 2 -1 0 3 0 0 78.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 195 0 0 0 0 0 -1 0 -1 0 4 0 0 64.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 312 0 0 0 0 0 -1 0 -1 0 3 0 0 49.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 37 0 0 1 0 0 -1 1 -1 0 2 0 0 39.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 2 0 0 330.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 298 0 0 0 0 0 -1 0 -1 0 2 1 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 62 0 0 1 0 0 -1 1 -1 0 2 0 0 245.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 2 0 1 48.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 72 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
5 0 15 4 0 0 4 11 372 6 2 12 513 1545 6 6 4 12 12 12 10 29 2 5 3 1 50.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
5 0 7 4 0 0 3 4 157 4 2 21 184 184 4 2 3 7 7 31 5 31 2 5 3 1 385.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 60 0 1 0 0 0 -1 1 -1 0 3 0 0 165.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 376 0 0 1 0 0 -1 1 -1 0 4 1 0 122.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 49 0 0 1 0 0 -1 1 -1 0 2 0 0 165.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 182 0 0 0 0 0 -1 0 -1 0 2 0 0 48.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 108 0 0 0 0 0 -1 0 -1 0 2 0 0 31.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 407 0 0 1 0 0 -1 1 -1 0 3 0 0 136.0
2 0 7 2 0 0 2 5 140 0 1 28 140 204 3 3 1 3 3 28 4 28 1 4 2 0 390.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 8.0
2 0 8 2 0 0 2 6 325 0 1 25 325 357 7 4 2 7 7 25 6 25 1 2 5 2 111.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 1 0 8.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0
3 0 7 3 0 0 1 6 137 0 1 1 137 907 4 4 0 4 4 1 4 1 1 5 0 0 185.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 806 0 0 0 0 0 -1 0 -1 0 4 1 2 181.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 96 0 0 0 0 0 -1 0 -1 0 2 0 0 62.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
1 0 10 1 0 0 2 8 78 0 1 9 78 103 6 6 1 6 6 9 7 9 1 3 1 0 60.0
2 0 3 2 0 0 2 1 945 0 1 32 945 945 3 0 2 3 3 32 2 32 1 2 0 0 306.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 177 0 0 0 0 0 -1 0 -1 0 3 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 88 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 32 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 210 0 0 1 0 0 -1 1 -1 0 2 0 0 72.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 1 1 16.0
1 0 7 1 0 0 2 5 289 0 1 22 289 384 4 3 1 4 4 22 4 22 1 3 1 0 203.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 332 0 0 1 0 0 -1 1 -1 0 2 0 0 80.0
3 0 7 2 3 1 3 4 79 0 1 25 137 137 4 3 2 4 7 25 5 33 2 3 1 0 189.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 480 0 0 0 0 0 -1 0 -1 0 2 0 0 166.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 164 0 0 1 0 0 -1 1 -1 0 2 1 0 56.0
2 0 6 2 0 0 2 4 788 0 1 32 788 831 3 0 2 3 3 32 2 32 1 3 1 0 268.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 1 0 0 0 -1 1 -1 0 3 1 1 551.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 4.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 329 0 0 0 0 0 -1 0 -1 0 3 0 0 56.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 44 0 0 1 0 0 -1 1 -1 0 3 0 0 11.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 110 0 0 0 0 0 -1 0 -1 0 3 0 0 35.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 2 0 1 5.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 3 1 0 47.0
1 0 5 1 0 0 1 4 73 0 1 28 73 161 3 2 0 3 3 28 2 28 1 3 3 1 127.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 110.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 562 0 0 0 0 0 -1 0 -1 0 2 0 0 83.0
3 0 6 3 0 0 4 2 41 0 1 31 41 41 5 0 4 5 5 31 4 31 1 3 3 0 84.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 26 0 0 1 0 0 -1 1 -1 0 2 0 0 34.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 5.0
2 0 6 2 0 0 3 3 361 0 1 32 361 363 4 0 3 4 4 32 3 32 1 2 0 0 214.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 1 0 0 0 -1 1 -1 0 2 0 0 27.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 39 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 1 0 16.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 60.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 301 0 1 1 0 0 -1 2 -1 0 4 1 0 100.0
5 0 16 4 5 1 5 11 4187 0 1 5 4274 4302 8 8 4 8 13 5 12 33 2 5 7 4 997.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 3 0 0 52.0
2 0 14 2 0 0 2 12 285 5 2 17 422 11833 5 8 1 9 9 17 9 28 2 2 6 3 5228.0
2 0 3 2 0 0 2 1 10 0 1 31 10 10 3 0 2 3 3 31 2 31 1 2 0 0 4.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 0 357.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 98 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 10.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 31 0 0 1 0 0 -1 1 -1 0 5 0 0 221.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 2 0 0 87.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 116 0 0 0 0 0 -1 0 -1 0 2 0 0 40.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 69 0 1 0 0 0 -1 1 -1 0 2 0 0 113.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
4 0 7 4 5 1 5 2 1289 0 0 33 1289 1325 5 0 4 0 5 33 4 33 1 5 0 1 379.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 790 0 0 1 0 0 -1 1 -1 0 4 1 0 438.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 68 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
5 0 25 5 0 0 4 21 8644 17 2 1 9344 9344 17 19 4 25 25 1 23 28 2 5 2 4 2129.0
3 0 6 3 0 0 2 4 13 0 1 17 13 53 3 2 1 3 3 17 3 17 1 5 1 0 52.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 30 0 0 1 0 0 -1 1 -1 0 2 0 0 96.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 42 0 1 0 0 0 -1 1 -1 0 3 0 0 57.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 240 0 0 0 0 0 -1 0 -1 0 2 0 0 77.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 50 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 3 0 0 34.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 0 18.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 0 30.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 44 0 0 1 0 0 -1 1 -1 0 4 1 0 37.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 92 0 0 0 0 0 -1 0 -1 0 2 0 0 26.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 120 0 0 0 0 0 -1 0 -1 0 3 0 0 59.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 262 0 0 0 0 0 -1 0 -1 0 3 0 0 28.0
3 0 12 3 0 0 2 10 52 0 1 9 52 662 6 6 1 6 6 9 7 9 1 3 0 1 232.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 363 0 0 0 0 0 -1 0 -1 0 2 0 0 68.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 810 0 0 0 0 0 -1 0 -1 0 2 0 0 114.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 3.0
2 0 8 2 0 0 1 7 44 0 1 8 44 88 4 4 0 4 4 8 4 8 1 3 0 2 125.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 50.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 200.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
2 0 7 2 0 0 2 5 48 0 1 31 48 109 4 2 2 4 4 31 4 31 1 3 0 0 264.0
2 0 7 2 0 0 1 6 90 0 1 21 90 269 3 2 0 3 3 21 2 21 1 4 2 0 641.0
3 0 9 3 0 0 4 5 39 0 1 32 39 153 5 1 4 5 5 32 5 32 1 3 1 2 113.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 51 0 0 1 0 0 -1 1 -1 0 4 1 0 3.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 149 0 0 1 0 0 -1 1 -1 0 3 1 1 232.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 0 0 162.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 684 0 0 0 0 0 -1 0 -1 0 3 0 0 194.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 15 0 0 1 0 0 -1 1 -1 0 2 1 0 15.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 10 0 0 1 0 0 -1 1 -1 0 3 1 1 98.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 134 0 0 0 0 0 -1 0 -1 0 3 1 0 39.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 189 0 1 0 0 0 -1 1 -1 0 3 0 0 15.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 313 0 0 0 0 0 -1 0 -1 0 2 1 0 104.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 448 0 0 0 0 0 -1 0 -1 0 2 0 0 131.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 4 0 0 4.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 143 0 2 0 0 0 -1 2 -1 0 3 0 0 132.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 0 86.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
