TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC GapSize BurstSize
0 0 3 0 0 0 1 2 0 0 0 -1 0 3 0 1 0 0 0 -1 1 -1 0 2 0 0 9.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 1 0 0 20.0 4 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 305 0 1 0 0 0 -1 1 -1 0 3 0 0 54.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 12 0 0 1 0 0 -1 1 -1 0 1 0 0 87.0 4 4
1 0 10 1 0 0 3 7 33 0 1 49 33 61 4 1 3 4 4 49 4 49 1 2 2 0 56.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 44 0 2 1 0 0 -1 3 -1 0 3 1 0 12.0 4 4
3 0 4 3 4 1 4 0 166 0 0 51 166 166 4 0 3 0 4 51 3 51 1 3 3 0 64.0 4 4
2 0 7 2 5 1 5 2 234 0 0 53 234 485 5 1 4 0 5 53 5 53 1 3 6 0 342.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 1 0 88.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 1 0 5.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 15.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 64 0 0 2 0 0 -1 2 -1 0 1 1 0 89.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 224 0 2 0 0 0 -1 2 -1 0 3 1 0 61.0 4 4
2 0 5 2 0 0 2 3 24 0 1 45 24 40 4 1 2 4 4 45 3 45 1 2 1 1 85.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 37.0 4 4
0 0 4 0 0 0 1 3 0 0 0 -1 0 25 0 1 0 0 0 -1 1 -1 0 2 0 0 96.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 51 0 1 0 0 0 -1 1 -1 0 1 0 0 28.0 4 4
3 0 13 3 0 0 9 4 771 0 1 45 771 771 13 3 9 13 13 45 12 45 1 3 9 3 1030.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0 4 4
0 0 11 0 0 0 3 8 0 0 0 -1 0 278 0 2 2 0 0 -1 4 -1 0 7 1 0 60.0 4 4
0 0 10 0 0 0 3 7 0 0 0 -1 0 111 0 1 2 0 0 -1 3 -1 0 8 1 0 89.0 4 4
0 0 9 0 0 0 3 6 0 0 0 -1 0 102 0 3 2 0 0 -1 5 -1 0 2 0 1 44.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 4 0 0 1 0 0 -1 1 -1 0 2 4 0 304.0 4 4
1 0 4 1 0 0 0 4 118 0 1 19 118 118 4 3 0 4 4 19 3 19 1 1 0 0 7.0 4 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 4 2 0 74.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 99 0 0 0 0 0 -1 0 -1 0 2 3 0 45.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 66 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 56 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 6.0 4 4
0 0 10 0 0 0 1 9 0 0 0 -1 0 295 0 5 0 0 0 -1 5 -1 0 2 1 1 53.0 4 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 21 0 2 0 0 0 -1 2 -1 0 3 0 0 7.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 21.0 4 4
0 0 6 0 0 0 0 6 0 0 0 -1 0 41 0 3 0 0 0 -1 3 -1 0 3 0 0 123.0 4 4
4 0 4 4 4 1 4 0 242 0 0 55 242 242 4 0 3 0 4 55 3 55 1 4 0 0 82.0 4 4
2 0 8 2 0 0 2 6 142 0 1 38 142 161 7 5 1 7 7 38 6 38 1 2 7 1 56.0 4 4
0 0 5 0 0 0 2 3 0 0 0 -1 0 26 0 0 1 0 0 -1 1 -1 0 4 0 0 56.0 4 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 33 0 2 0 0 0 -1 2 -1 0 5 0 0 203.0 4 4
3 0 5 3 0 0 2 3 66 0 1 44 66 66 5 2 2 5 5 44 4 44 1 3 0 0 173.0 4 4
10 0 31 10 0 0 7 24 9829 0 1 22 9829 10182 27 20 7 27 27 22 27 22 1 11 31 19 4183.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 44.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 29 0 1 0 0 0 -1 1 -1 0 4 0 0 211.0 4 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 391 0 3 1 0 0 -1 4 -1 0 4 1 0 122.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 56.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 2 0 0 69.0 4 4
4 0 8 4 0 0 4 4 131 0 1 46 131 308 4 1 3 4 4 46 4 46 1 6 1 0 48.0 4 4
3 0 12 3 0 0 6 6 351 8 2 31 650 650 8 4 6 12 12 46 10 46 2 3 2 0 328.0 4 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 313 0 1 0 0 0 -1 1 -1 0 4 0 0 13.0 4 4
3 0 7 3 5 1 5 2 88 0 0 51 88 281 5 1 4 0 5 51 5 51 1 3 0 0 13.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 0 5.0 4 4
2 0 7 2 0 0 1 6 161 0 1 45 161 191 4 3 0 4 4 45 3 45 1 2 1 0 126.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 16.0 4 4
3 0 15 3 0 0 6 9 673 8 2 23 996 1565 8 6 6 13 13 45 12 45 2 3 0 1 43.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 58 0 0 0 0 0 -1 0 -1 0 3 0 0 12.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 145 0 0 1 0 0 -1 1 -1 0 2 1 0 146.0 4 4
0 0 8 0 0 0 2 6 0 0 0 -1 0 69 0 2 1 0 0 -1 3 -1 0 4 0 0 122.0 4 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 252 0 2 1 0 0 -1 3 -1 0 2 0 0 58.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 0 31.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 2 0 0 39.0 4 4
1 0 12 1 0 0 1 11 138 0 1 1 138 616 4 5 0 4 4 1 5 1 1 3 5 1 138.0 4 4
3 0 5 3 5 1 5 0 265 0 0 53 265 265 5 0 4 0 5 53 4 53 1 3 3 1 174.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 65 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0 4 4
4 0 14 4 0 0 3 11 105 0 1 42 105 233 4 5 2 4 4 42 7 42 1 8 2 1 158.0 4 4
3 0 10 3 0 0 2 8 73 0 1 29 73 274 4 5 2 4 4 29 7 29 1 5 1 0 176.0 4 4
4 0 9 4 0 0 5 4 102 0 1 42 102 396 5 2 4 5 5 42 6 42 1 6 0 0 176.0 4 4
1 0 4 1 4 1 4 0 127 0 0 50 127 127 4 0 3 0 4 50 3 50 1 1 0 0 62.0 4 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 3 0 0 5.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 1 0 4.0 4 4
0 0 7 0 0 0 1 6 0 0 0 -1 0 53 0 2 0 0 0 -1 2 -1 0 4 0 0 300.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 3 0 0 7.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 1 0 0 0 -1 1 -1 0 2 0 0 3.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 1 0 72.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 20.0 4 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 172 0 0 2 0 0 -1 2 -1 0 2 1 0 80.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 1 0 0 0 -1 1 -1 0 2 0 0 59.0 4 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 16 0 2 0 0 0 -1 2 -1 0 2 0 0 166.0 4 4
2 0 4 2 4 1 4 0 34 0 0 50 34 34 4 0 3 0 4 50 3 50 1 2 0 0 16.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 2 0 0 52.0 4 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 36 0 2 2 0 0 -1 4 -1 0 2 2 2 53.0 4 4
3 0 6 3 0 0 1 5 522 0 1 1 522 1057 4 3 0 4 4 1 3 1 1 3 1 0 162.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 36.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 18 0 0 1 0 0 -1 1 -1 0 1 0 0 4.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 0 42.0 4 4
0 0 7 0 0 0 1 6 0 0 0 -1 0 46 0 3 1 0 0 -1 4 -1 0 5 0 0 88.0 4 4
1 0 5 1 0 0 1 4 35 0 1 42 35 35 5 3 1 5 5 42 4 42 1 1 5 0 98.0 4 4
0 0 7 0 0 0 3 4 0 0 0 -1 0 37 0 1 2 0 0 -1 3 -1 0 5 0 0 83.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 93 0 1 1 0 0 -1 2 -1 0 2 0 0 27.0 4 4
0 0 4 0 0 0 1 3 0 0 0 -1 0 388 0 1 0 0 0 -1 1 -1 0 1 1 0 17.0 4 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 3 0 0 100.0 4 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 3 0 0 26.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 361 0 0 1 0 0 -1 1 -1 0 1 0 0 6.0 4 4
3 0 15 3 0 0 7 8 1136 0 1 38 1136 1136 15 7 7 15 15 38 14 38 1 3 33 5 1007.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 53.0 4 4
2 0 20 2 4 1 4 16 1295 8 2 14 1408 11832 8 12 3 12 16 14 15 53 3 2 1 2 5207.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 1 0 0 -1 1 -1 0 1 0 0 357.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 76 0 2 0 0 0 -1 2 -1 0 2 0 0 13.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 0 0 87.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 148 0 2 0 0 0 -1 2 -1 0 2 0 0 40.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 112 0 0 2 0 0 -1 2 -1 0 2 0 0 100.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 74 0 0 0 0 0 -1 0 -1 0 1 0 0 13.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 2 0 0 9.0 4 4
3 0 25 3 0 0 10 15 66 0 1 31 66 66 25 14 10 25 25 31 24 31 1 3 0 0 14.0 4 4
3 0 9 3 0 0 5 4 696 0 1 46 696 1437 4 2 4 4 4 46 6 46 1 6 0 0 431.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0 4 4
10 0 36 10 0 0 10 26 1497 0 1 8 1497 1497 35 24 10 35 35 8 34 8 1 10 13 7 2065.0 4 4
2 0 6 2 4 1 4 2 144 0 0 54 144 144 4 0 3 0 4 54 3 54 1 3 0 0 35.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 55.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 77.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 1 0 0 0 -1 1 -1 0 2 0 0 11.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 1 0 0 0 -1 1 -1 0 2 0 0 28.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 30.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 35 0 0 2 0 0 -1 2 -1 0 2 0 0 30.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 60 0 1 0 0 0 -1 1 -1 0 1 0 0 22.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 26.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 0 5.0 4 4
8 0 29 7 0 0 11 18 887 18 2 27 987 1068 18 14 11 24 24 39 25 39 2 9 14 2 885.0 4 4
3 0 16 3 5 1 5 11 144 0 1 16 204 309 7 8 4 7 12 16 12 52 2 3 0 0 71.0 4 4
3 0 11 3 0 0 3 8 138 0 1 39 138 138 11 7 3 11 11 39 10 39 1 3 1 3 185.0 4 4
0 0 6 0 0 0 3 3 0 0 0 -1 0 50 0 2 2 0 0 -1 4 -1 0 2 2 2 63.0 4 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 29 0 1 0 0 0 -1 1 -1 0 3 0 0 62.0 4 4
2 0 13 2 0 0 3 10 242 0 1 34 242 378 6 6 2 6 6 34 8 34 1 4 5 0 114.0 4 4
3 0 6 3 6 1 6 0 189 0 0 53 189 189 6 0 5 0 6 53 5 53 1 3 5 3 103.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 0 0 58.0 4 4
1 0 4 1 0 0 3 1 556 0 1 48 556 556 4 0 3 4 4 48 3 48 1 1 2 0 199.0 4 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 36 0 0 1 0 0 -1 1 -1 0 2 0 0 12.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 182 0 0 2 0 0 -1 2 -1 0 2 2 0 216.0 4 4
4 0 14 3 0 0 3 11 1797 5 2 1 2512 2814 5 6 3 9 9 1 9 48 2 5 4 1 552.0 4 4
0 0 5 0 0 0 3 2 0 0 0 -1 0 164 0 1 2 0 0 -1 3 -1 0 2 1 0 128.0 4 4
0 0 4 0 0 0 2 2 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 1007 0 2 0 0 0 -1 2 -1 0 3 1 0 163.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 53 0 0 0 0 0 -1 0 -1 0 4 0 0 194.0 4 4
1 0 4 1 0 0 0 4 127 0 1 46 127 127 4 3 0 4 4 46 3 46 1 1 0 0 91.0 4 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 183 0 2 1 0 0 -1 3 -1 0 2 0 0 35.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 3.0 4 4
0 0 7 0 0 0 2 5 0 0 0 -1 0 68 0 2 1 0 0 -1 3 -1 0 3 3 0 12.0 4 4
0 0 8 0 0 0 3 5 0 0 0 -1 0 113 0 2 2 0 0 -1 4 -1 0 2 1 0 88.0 4 4
3 0 10 3 0 0 4 6 62 0 1 49 62 629 5 2 4 5 5 49 6 49 1 3 0 1 131.0 4 4
0 0 4 0 0 0 3 1 0 0 0 -1 0 107 0 0 2 0 0 -1 2 -1 0 2 1 0 126.0 4 4
0 0 6 0 0 0 2 4 0 0 0 -1 0 72 0 1 0 0 0 -1 1 -1 0 4 3 0 134.0 4 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 42 0 2 0 0 0 -1 2 -1 0 2 0 0 39.0 4 4
0 0 3 0 0 0 2 1 0 0 0 -1 0 22 0 0 2 0 0 -1 2 -1 0 1 2 0 16.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 21.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 132 0 0 0 0 0 -1 0 -1 0 1 1 0 40.0 4 4
1 0 4 1 4 1 4 0 199 0 0 55 199 199 4 0 3 0 4 55 3 55 1 1 0 0 273.0 4 4
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0 4 4
0 0 3 0 0 0 3 0 0 0 0 -1 0 22 0 0 2 0 0 -1 2 -1 0 3 0 1 63.0 4 4
0 0 3 0 0 0 0 3 0 0 0 -1 0 33 0 1 0 0 0 -1 1 -1 0 3 0 0 8.0 4 4
0 0 6 0 0 0 1 5 0 0 0 -1 0 80 0 3 0 0 0 -1 3 -1 0 5 0 0 73.0 4 4
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 7.0 4 4
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0 4 4
0 0 4 0 0 0 3 1 0 0 0 -1 0 107 0 0 1 0 0 -1 1 -1 0 3 3 0 166.0 4 4
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 5 0 57.0 4 4
0 0 4 0 0 0 0 4 0 0 0 -1 0 19 0 2 0 0 0 -1 2 -1 0 2 0 0 7.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 3 0 0 40.0 4 4
7 0 16 7 0 0 3 13 478 0 1 21 478 1368 9 9 1 9 9 21 10 21 1 10 1 3 395.0 4 4
0 0 2 0 0 0 2 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 0 8.0 4 4
2 0 24 2 0 0 5 19 522 12 2 11 823 1158 12 16 5 21 21 41 21 41 2 3 11 1 764.0 4 4
0 0 3 0 0 0 1 2 0 0 0 -1 0 51 0 1 0 0 0 -1 1 -1 0 3 0 0 64.0 4 4
0 0 5 0 0 0 1 4 0 0 0 -1 0 37 0 2 0 0 0 -1 2 -1 0 5 1 0 30.0 4 4
